"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Brown J.T.; Virsinskaite R.; Kotecha T.; Steeden J.A.; Fontana M.; Karia N.; Schreiber B.E.; Ong V.H.; Denton C.P.; Coghlan J.G.; Muthurangu V.; Knight D.S.","Brown, James T. (57212760167); Virsinskaite, Ruta (58539561200); Kotecha, Tushar (38661453500); Steeden, Jennifer A. (36605240600); Fontana, Marianna (16306839900); Karia, Nina (37122124800); Schreiber, Benjamin E. (36106322600); Ong, Voon H (8398311200); Denton, Christopher P. (7006031021); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480); Knight, Daniel S. (55589453200)","57212760167; 58539561200; 38661453500; 36605240600; 16306839900; 37122124800; 36106322600; 8398311200; 7006031021; 35393553500; 7801671480; 55589453200","Prognostic utility of exercise cardiovascular magnetic resonance in patients with systemic sclerosis-associated pulmonary arterial hypertension","2024","European Heart Journal Cardiovascular Imaging","25","12","","1712","1720","8","2","10.1093/ehjci/jeae177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210902913&doi=10.1093%2fehjci%2fjeae177&partnerID=40&md5=be3f3a446de072c720d995e07a0ed9c8","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85210902913"
"Quail M.A.; Segers P.; Steeden J.A.; Muthurangu V.","Quail, Michael A. (35380885000); Segers, Patrick (7005378428); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480)","35380885000; 7005378428; 36605240600; 7801671480","Correction to: The aorta after coarctation repair – effects of calibre and curvature on arterial haemodynamics (Journal of Cardiovascular Magnetic Resonance (2019) 21(1), (S1097664723001953), (10.1186/s12968-019-0534-7))","2019","Journal of Cardiovascular Magnetic Resonance","21","1","31","","","","3","10.1186/s12968-019-0540-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066403605&doi=10.1186%2fs12968-019-0540-9&partnerID=40&md5=5b8fde0611f7a6ca2db39ab501fe2632","Erratum","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85066403605"
"Issitt R.; Booth J.; Crook R.; Robertson A.; Molyneux V.; Richardson R.; Cross N.; Shaw M.; Tsang V.; Muthurangu V.; Sebire N.J.; Burch M.; Fenton M.","Issitt, Richard (24466183700); Booth, John (57213650033); Crook, Richard (56745053500); Robertson, Alex (57198466471); Molyneux, Victoria (6507242658); Richardson, Rebecca (57200618392); Cross, Nigel (8446290200); Shaw, Michael (57199934401); Tsang, Victor (56466227600); Muthurangu, Vivek (7801671480); Sebire, Neil J (7004794073); Burch, Michael (7005588453); Fenton, Matthew (9250715500)","24466183700; 57213650033; 56745053500; 57198466471; 6507242658; 57200618392; 8446290200; 57199934401; 56466227600; 7801671480; 7004794073; 7005588453; 9250715500","Intraoperative anti-A/B immunoadsorption is associated with significantly reduced blood product utilization with similar outcomes in pediatric ABO-incompatible heart transplantation","2021","Journal of Heart and Lung Transplantation","40","11","","1433","1442","9","10","10.1016/j.healun.2021.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108844419&doi=10.1016%2fj.healun.2021.05.010&partnerID=40&md5=c0e8cc05568b09738347de4f4bc6a6fd","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85108844419"
"Kotecha T.; Chacko L.; Chehab O.; O'Reilly N.; Martinez-Naharro A.; Lazari J.; Knott K.D.; Brown J.; Knight D.; Muthurangu V.; Hawkins P.; Plein S.; Moon J.C.; Xue H.; Kellman P.; Rakhit R.; Patel N.; Fontana M.","Kotecha, Tushar (38661453500); Chacko, Liza (57210256202); Chehab, Omar (57194512078); O'Reilly, Nanci (57208274847); Martinez-Naharro, Ana (55343433500); Lazari, Jonathan (57204354738); Knott, Kristopher D. (57202865988); Brown, James (57212760167); Knight, Daniel (55589453200); Muthurangu, Vivek (7801671480); Hawkins, Philip (35464959200); Plein, Sven (6701840061); Moon, James C. (57202314649); Xue, Hui (52365249300); Kellman, Peter (7004851504); Rakhit, Roby (6603035925); Patel, Niket (55618205500); Fontana, Marianna (16306839900)","38661453500; 57210256202; 57194512078; 57208274847; 55343433500; 57204354738; 57202865988; 57212760167; 55589453200; 7801671480; 35464959200; 6701840061; 57202314649; 52365249300; 7004851504; 6603035925; 55618205500; 16306839900","Assessment of Multivessel Coronary Artery Disease Using Cardiovascular Magnetic Resonance Pixelwise Quantitative Perfusion Mapping","2020","JACC: Cardiovascular Imaging","13","12","","2546","2557","11","53","10.1016/j.jcmg.2020.06.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092663833&doi=10.1016%2fj.jcmg.2020.06.041&partnerID=40&md5=819f8f0b248b2c9ad7df8cd766db7e7d","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85092663833"
"Villegas-Martinez M.; de Villedon de Naide V.; Muthurangu V.; Bustin A.","Villegas-Martinez, Manuel (57204611171); de Villedon de Naide, Victor (58959974900); Muthurangu, Vivek (7801671480); Bustin, Aurélien (56610187700)","57204611171; 58959974900; 7801671480; 56610187700","The beating heart: artificial intelligence for cardiovascular application in the clinic","2024","Magnetic Resonance Materials in Physics, Biology and Medicine","37","3","","369","382","13","2","10.1007/s10334-024-01180-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196618859&doi=10.1007%2fs10334-024-01180-9&partnerID=40&md5=5eabfb0ef9d75d6ac7489a8ddaa1f43d","Review","Final","","Scopus","2-s2.0-85196618859"
"Quail M.A.; Segers P.; Steeden J.A.; Muthurangu V.","Quail, Michael A. (35380885000); Segers, Patrick (7005378428); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480)","35380885000; 7005378428; 36605240600; 7801671480","The aorta after coarctation repair - Effects of calibre and curvature on arterial haemodynamics","2019","Journal of Cardiovascular Magnetic Resonance","21","1","22","","","","27","10.1186/s12968-019-0534-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064207967&doi=10.1186%2fs12968-019-0534-7&partnerID=40&md5=3f59cf3b93f3fc3f46dff408c01d0ac8","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85064207967"
"Salcher M.; Mcguire A.; Muthurangu V.; Kelm M.; Kuehne T.; Naci H.","Salcher, Maximilian (57189887450); Mcguire, Alistair (55551171500); Muthurangu, Vivek (7801671480); Kelm, Marcus (56645997700); Kuehne, Titus (6603086969); Naci, Huseyin (24475357200)","57189887450; 55551171500; 7801671480; 56645997700; 6603086969; 24475357200","Avoidable costs of stenting for aortic coarctation in the United Kingdom: an economic model","2017","BMC Health Services Research","17","1","258","","","","3","10.1186/s12913-017-2215-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018516586&doi=10.1186%2fs12913-017-2215-2&partnerID=40&md5=6f7205dc2ef22a6eccea1d6dc7f1a1da","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85018516586"
"Kowalik G.T.; Knight D.; Steeden J.A.; Muthurangu V.","Kowalik, Grzegorz Tomasz (6602362169); Knight, Daniel (55589453200); Steeden, Jennifer Anne (36605240600); Muthurangu, Vivek (7801671480)","6602362169; 55589453200; 36605240600; 7801671480","Perturbed spiral real-time phase-contrast MR with compressive sensing reconstruction for assessment of flow in children","2020","Magnetic Resonance in Medicine","83","6","","2077","2091","14","19","10.1002/mrm.28065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074830347&doi=10.1002%2fmrm.28065&partnerID=40&md5=f788913c52825b74f837ee2922c3be44","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85074830347"
"Quail M.A.; Muthurangu V.","Quail, Michael A. (35380885000); Muthurangu, Vivek (7801671480)","35380885000; 7801671480","Letter by Quail and Muthurangu Regarding Article, ""Doppler-Derived Arterial Load Indices Better Reflect Left Ventricular Afterload Than Systolic Blood Pressure in Coarctation of Aorta""","2020","Circulation: Cardiovascular Imaging","13","4","","E010643","","","0","10.1161/CIRCIMAGING.120.010643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083478727&doi=10.1161%2fCIRCIMAGING.120.010643&partnerID=40&md5=8b6c48d89eda7428d7960a84c00ce201","Letter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85083478727"
"Naci H.; Salcher-Konrad M.; Mcguire A.; Berger F.; Kuehne T.; Goubergrits L.; Muthurangu V.; Wilson B.; Kelm M.","Naci, Huseyin (24475357200); Salcher-Konrad, Maximilian (57189887450); Mcguire, Alistair (55551171500); Berger, Felix (7201361048); Kuehne, Titus (6603086969); Goubergrits, Leonid (6603944840); Muthurangu, Vivek (7801671480); Wilson, Ben (56302755500); Kelm, Marcus (56645997700)","24475357200; 57189887450; 55551171500; 7201361048; 6603086969; 6603944840; 7801671480; 56302755500; 56645997700","Impact of predictive medicine on therapeutic decision making: a randomized controlled trial in congenital heart disease","2019","npj Digital Medicine","2","1","17","","","","6","10.1038/s41746-019-0085-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093973635&doi=10.1038%2fs41746-019-0085-1&partnerID=40&md5=ed17ce01dab677d5b4ef2f09c7775645","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85093973635"
"Pajaziti E.; Montalt-Tordera J.; Capelli C.; Sivera R.; Sauvage E.; Quail M.; Schievano S.; Muthurangu V.","Pajaziti, Endrit (57210072642); Montalt-Tordera, Javier (57204789341); Capelli, Claudio (24922737800); Sivera, Raphaël (57217295980); Sauvage, Emilie (57199718533); Quail, Michael (35380885000); Schievano, Silvia (13410386200); Muthurangu, Vivek (7801671480)","57210072642; 57204789341; 24922737800; 57217295980; 57199718533; 35380885000; 13410386200; 7801671480","Shape-driven deep neural networks for fast acquisition of aortic 3D pressure and velocity flow fields","2023","PLoS Computational Biology","19","4","e1011055","","","","15","10.1371/journal.pcbi.1011055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159550131&doi=10.1371%2fjournal.pcbi.1011055&partnerID=40&md5=20dd470c7d1e8a62a26621bf9fb23acb","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85159550131"
"Quail M.A.; Chan I.; Sarna S.; Hughes M.; Muthurangu V.","Quail, Michael A. (35380885000); Chan, Ignatius (57218338549); Sarna, Shiv (57218338317); Hughes, Marina (7402467863); Muthurangu, Vivek (7801671480)","35380885000; 57218338549; 57218338317; 7402467863; 7801671480","A preoperative estimate of central venous pressure is associated with early Fontan failure","2021","Journal of Thoracic and Cardiovascular Surgery","161","4","","1426","1434","8","4","10.1016/j.jtcvs.2020.06.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088864841&doi=10.1016%2fj.jtcvs.2020.06.025&partnerID=40&md5=662d8469f7b9591fb5ddc68a0277f1fd","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85088864841"
"Steeden J.A.; Quail M.; Gotschy A.; Mortensen K.H.; Hauptmann A.; Arridge S.; Jones R.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Quail, Michael (35380885000); Gotschy, Alexander (55998577200); Mortensen, Kristian H. (24344469300); Hauptmann, Andreas (56180904900); Arridge, Simon (7005759823); Jones, Rodney (55722599100); Muthurangu, Vivek (7801671480)","36605240600; 35380885000; 55998577200; 24344469300; 56180904900; 7005759823; 55722599100; 7801671480","Rapid whole-heart CMR with single volume super-resolution","2020","Journal of Cardiovascular Magnetic Resonance","22","1","56","","","","60","10.1186/s12968-020-00651-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089132017&doi=10.1186%2fs12968-020-00651-x&partnerID=40&md5=ceb723e34c0e8083f778cd474094fb7d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85089132017"
"Jaubert O.; Pascale M.; Montalt-Tordera J.; Akesson J.; Virsinskaite R.; Knight D.; Arridge S.; Steeden J.; Muthurangu V.","Jaubert, Olivier (48461323600); Pascale, Michele (57940605000); Montalt-Tordera, Javier (57204789341); Akesson, Julius (57571699200); Virsinskaite, Ruta (58539561200); Knight, Daniel (55589453200); Arridge, Simon (7005759823); Steeden, Jennifer (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57940605000; 57204789341; 57571699200; 58539561200; 55589453200; 7005759823; 36605240600; 7801671480","Training deep learning based dynamic MR image reconstruction using open-source natural videos","2024","Scientific Reports","14","1","11774","","","","2","10.1038/s41598-024-62294-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194127703&doi=10.1038%2fs41598-024-62294-7&partnerID=40&md5=5ff77cd501168aa2ed1bbf288fabf2f5","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85194127703"
"Baker R.R.; Muthurangu V.; Rega M.; Walsh S.B.; Steeden J.A.","Baker, Rebecca R. (57215662326); Muthurangu, Vivek (7801671480); Rega, Marilena (55779726600); Walsh, Stephen B. (24588277800); Steeden, Jennifer A. (36605240600)","57215662326; 7801671480; 55779726600; 24588277800; 36605240600","Rapid 2D 23Na MRI of the calf using a denoising convolutional neural network","2024","Magnetic Resonance Imaging","110","","","184","194","10","2","10.1016/j.mri.2024.04.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191538606&doi=10.1016%2fj.mri.2024.04.027&partnerID=40&md5=24298b8befa3060b5088b0005bc3fce0","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191538606"
"Ghorbani N.; Muthurangu V.; Khushnood A.; Goubergrits L.; Nordmeyer S.; Fernandes J.F.; Lee C.-B.; Runte K.; Roth S.; Schubert S.; Kelle S.; Berger F.; Kuehne T.; Kelm M.","Ghorbani, Niky (57209881474); Muthurangu, Vivek (7801671480); Khushnood, Abbas (57087011000); Goubergrits, Leonid (6603944840); Nordmeyer, Sarah (36348666900); Fernandes, Joao Filipe (56511070500); Lee, Chong-Bin (57211678452); Runte, Kilian (57204527304); Roth, Sophie (57215968640); Schubert, Stephan (7103116272); Kelle, Sebastian (11141332300); Berger, Felix (7201361048); Kuehne, Titus (6603086969); Kelm, Marcus (56645997700)","57209881474; 7801671480; 57087011000; 6603944840; 36348666900; 56511070500; 57211678452; 57204527304; 57215968640; 7103116272; 11141332300; 7201361048; 6603086969; 56645997700","Impact of valve morphology, hypertension and age on aortic wall properties in patients with coarctation: A two-centre cross-sectional study","2020","BMJ Open","10","3","e034853","","","","6","10.1136/bmjopen-2019-034853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082459442&doi=10.1136%2fbmjopen-2019-034853&partnerID=40&md5=d41f235e3acece9ca2562985f172a74c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85082459442"
"Barber N.J.; Ako E.O.; Kowalik G.T.; Cheang M.H.; Pandya B.; Steeden J.A.; Moledina S.; Muthurangu V.","Barber, Nathaniel J. (56609890400); Ako, Emmanuel O. (56619518000); Kowalik, Gregorz T. (6602362169); Cheang, Mun H. (56976091500); Pandya, Bejal (12545915200); Steeden, Jennifer A. (36605240600); Moledina, Shahin (23985897400); Muthurangu, Vivek (7801671480)","56609890400; 56619518000; 6602362169; 56976091500; 12545915200; 36605240600; 23985897400; 7801671480","Magnetic resonance-augmented cardiopulmonary exercise testing","2016","Circulation: Cardiovascular Imaging","9","12","e005282","","","","18","10.1161/CIRCIMAGING.116.005282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007105485&doi=10.1161%2fCIRCIMAGING.116.005282&partnerID=40&md5=c435ca859b336ce328b487f3a4d73761","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85007105485"
"Baker R.R.; Muthurangu V.; Rega M.; Montalt-Tordera J.; Rot S.; Solanky B.S.; Gandini Wheeler-Kingshott C.A.M.; Walsh S.B.; Steeden J.A.","Baker, Rebecca R. (57215662326); Muthurangu, Vivek (7801671480); Rega, Marilena (55779726600); Montalt-Tordera, Javier (57204789341); Rot, Samuel (58634755600); Solanky, Bhavana S. (57193024760); Gandini Wheeler-Kingshott, Claudia A. M. (6602501665); Walsh, Stephen B. (24588277800); Steeden, Jennifer A. (36605240600)","57215662326; 7801671480; 55779726600; 57204789341; 58634755600; 57193024760; 6602501665; 24588277800; 36605240600","2D sodium MRI of the human calf using half-sinc excitation pulses and compressed sensing","2024","Magnetic Resonance in Medicine","91","1","","325","336","11","2","10.1002/mrm.29841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173550730&doi=10.1002%2fmrm.29841&partnerID=40&md5=2ba714dbe30d40d58c98815ec268eaf7","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85173550730"
"Wolfe N.K.; Schiff M.D.; Olivieri L.J.; Christopher A.B.; Fogel M.; Slesnick T.C.; Krishnamurthy R.; Muthurangu V.; Dorfman A.L.; Lam C.Z.; Weigand J.; Robinson J.D.; Rathod R.H.; Alsaied T.; Loke Y.-H.; Stern K.; Soslow J.H.; Aggarwal M.; Johnson T.; Renno M.; Shah A.; Quail M.; Kutty S.; Garg R.; Steele J.; Renella P.; Chegondi M.; Vaikom House A.; Marsden A.; Raimondi F.; Files M.","Wolfe, Natasha K. (57212407534); Schiff, Mary D. (57212590613); Olivieri, Laura J. (35201723100); Christopher, Adam B. (55220564100); Fogel, Mark (7102455134); Slesnick, Timothy C. (10439636300); Krishnamurthy, Rajesh (57190971591); Muthurangu, Vivek (7801671480); Dorfman, Adam L. (7102085362); Lam, Christopher Z. (57194587927); Weigand, Justin (56385336400); Robinson, Joshua D. (26659239500); Rathod, Rahul H. (36143305800); Alsaied, Tarek (36503627100); Loke, Yue-Hin (56536208600); Stern, Kenan (54401795200); Soslow, Jonathan H. (12761411800); Aggarwal, Manish (55192622500); Johnson, Tiffanie (34975456500); Renno, Markus (57031749200); Shah, Amee (7403209786); Quail, Michael (35380885000); Kutty, Shelby (25650021600); Garg, Ruchira (12786942900); Steele, Jeremy (57193305000); Renella, Pierangelo (23768469900); Chegondi, Madhuradhar (56109369600); Vaikom House, Aswathy (57393726500); Marsden, Alison (7006851741); Raimondi, Francesca (56835316000); Files, Matthew (36956133000)","57212407534; 57212590613; 35201723100; 55220564100; 7102455134; 10439636300; 57190971591; 7801671480; 7102085362; 57194587927; 56385336400; 26659239500; 36143305800; 36503627100; 56536208600; 54401795200; 12761411800; 55192622500; 34975456500; 57031749200; 7403209786; 35380885000; 25650021600; 12786942900; 57193305000; 23768469900; 56109369600; 57393726500; 7006851741; 56835316000; 36956133000","Cardiac MRI Predictors of Arrhythmic Sudden Cardiac Events in Patients With Fontan Circulation","2024","Journal of the American College of Cardiology","84","25","","2417","2426","9","3","10.1016/j.jacc.2024.08.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208460346&doi=10.1016%2fj.jacc.2024.08.063&partnerID=40&md5=8dbb62f1daefe1e20c8c643e5121b2f9","Article","Final","","Scopus","2-s2.0-85208460346"
